"ID305B_1","ID305B_2","ID305B_3","DEPTH","STATION_ID","REGION","STATION_TYPE_1","STATION_TYPE_2","STATION_TYPE_3","STATION_LAT","STATION_LON","WATERSHED_ID","VAHU6","TEMP_VIO","TEMP_SAMP","TEMP_STAT","DO_VIO","DO_SAMP","DO_STAT","PH_VIO","PH_SAMP","PH_STAT","ECOLI_VIO","ECOLI_SAMP","ECOLI_STAT","ENTER_SAMP","ENTER_VIO","ENTER_STAT","WAT_MET_VIO","WAT_MET_STAT","WAT_TOX_VIO","WAT_TOX_STAT","SED_MET_VIO","SED_MET_STAT","SED_TOX_VIO","SED_TOX_STAT","FISH_MET_VIO","FISH_MET_STAT","FISH_TOX_VIO","FISH_TOX_STAT","BENTHIC_STAT","NUT_TP_VIO","NUT_TP_SAMP","NUT_TP_STAT","NUT_CHLA_VIO","NUT_CHLA_SAMP","NUT_CHLA_STAT","COMMENTS"
"VAW-L28R_TRB01A02",,,"S","4ATRB001.36","BRRO","B",,,"37.20472222","-79.23861111","L28","RU59",0,6,"S",0,6,"S",0,6,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L58R_TRD01A06",,,"S","4ATRD000.04","BRRO","A","B",,"36.67388889","-79.64388889","L58","RD34",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L57R_TRO01A08",,,"S","4ATRO001.16","BRRO","A","B",,"36.56527778","-79.58388889","L57","RD32",0,16,"S",0,16,"S",0,16,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L72R_TRR01A00",,,"S","4ATRR001.92","BRRO","A","B","TM","36.80083333","-78.9275","L72","RD66",0,18,"S",0,18,"S",0,18,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L52R_TWN01A12",,,"S","4ATWN000.22","BRRO","A",,,"36.79018056","-80.00591944","L52","RD21",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,11,,,11,,"Not Analyzed by App"
"VAW-L39R_TWT01A98",,,"S","4ATWT000.32","BRRO","A",,,"36.92833333","-78.66166667","L39","RU84",0,12,"S",0,12,"S",0,12,"S",4,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,11,,,11,,"Not Analyzed by App"
"VAW-L39R_TWT01A98",,,"S","4ATWT003.36","BRRO","B",,,"36.95944444","-78.63166667","L39","RU84",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L39R_TWT01A98",,,"S","4ATWT006.40","BRRO","B",,,"36.9925","-78.60083333","L39","RU84",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L37R_TYS01A08",,,"S","4ATYS001.25","BRRO","A",,,"37.07861111","-78.73666667","L37","RU78",0,12,"S",0,12,"S",0,12,"S",8,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L37R_TYS01A08",,,"S","4ATYS002.51","BRRO","A","PA",,"37.0961","-78.74011111","L37","RU78",0,12,"S",0,12,"S",0,12,"S",5,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L37R_TYS01A08",,,"S","4ATYS002.96","BRRO","FPM","B",,"37.10088889","-78.737","L37","RU78",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L26R_WEL01A02",,,"S","4AWEL001.14","BRRO","A","B","TM","37.25791667","-79.51251389","L26","RU53",0,16,"S",0,16,"S",0,16,"S",11,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L39R_WFC01A00",,,"S","4AWFC002.12","BRRO","A","TR",,"37.00638889","-78.67","L39","RU83",0,36,"S",0,36,"S",0,36,"S",12,36,"Review",11,8,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,35,,,35,,"Not Analyzed by App"
"VAW-L62R_WFE01A08",,,"S","4AWFE000.60","BRRO","B",,,"36.58111111","-79.20305555","L62","RD44",0,1,"S",0,1,"S",0,1,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-L21R_WLF01A08","VAW-L21R_WLF02A08",,"S","4AWLF000.09","BRRO","A",,,"37.26778889","-79.58716389","L21","RU41",0,16,"S",0,16,"S",0,16,"S",4,12,"Review",,,,,,0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,14,,,14,,"Not Analyzed by App"
"VAW-L39R_WMB01A08",,,"S","4AWMB001.07","BRRO","A",,,"37.11333333","-78.66222222","L39","RU83",0,12,"S",0,12,"S",0,12,"S",7,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L62R_WNS01A04",,,"S","4AWNS004.02","BRRO","A",,,"36.577","-79.107","L62","RD45",0,12,"S",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L65R_WOA01A10",,,"S","4AWOA002.43","BRRO","A",,,"36.74861111","-79.42083333","L65","RD54",0,12,"S",0,12,"S",0,12,"S",10,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L04R_WOR01A10",,,"S","4AWOR000.34","BRRO","B","TM",,"37.26163889","-79.88111111","L04","RU14",0,16,"S",0,16,"S",0,16,"S",5,12,"Review",,,,,,0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,14,,,14,,"Not Analyzed by App"
"VAW-L30R_WPP01A02",,,"S","4AWPP002.53","BRRO","TM","A","B","37.06055556","-79.00666667","L30","RU64",0,5,"S",0,5,"S",0,5,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L68R_WRN01A00","VAW-L68R_WRN02A06",,"S","4AWRN000.43","BRRO","A","TM","B","36.87666667","-79.24833333","L68","RD57",0,16,"S",0,16,"S",0,16,"S",5,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,11,,,11,,"Not Analyzed by App"
"VAW-L68R_WRN02A06","VAW-L68R_WRN01A00",,"S","4AWRN005.50","BRRO","A","B",,"36.89111111","-79.3","L68","RD56",0,16,"S",0,16,"S",0,16,"S",6,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L19R_XCN01A02",,,"S","4AXCN000.31","BRRO","B",,,"37.12666667","-79.27083333","L19","RU48",0,6,"S",0,6,"S",0,6,"S",0,1,"S",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L53R_XMP01A06",,,"S","4AXMP000.44","BRRO","TM","B",,"36.711","-79.863","L53","RD24",0,15,"S",0,15,"S",0,15,"S",5,11,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,12,,,12,,"Not Analyzed by App"
"VAW-L17R_XMY01A08",,,"S","4AXMY000.22","BRRO","B","FPM",,"36.83334167","-79.63871667","L17","RU34",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L26R_XOD01A14",,,"S, B","4AXOD000.38","BRRO","FPM",,,"37.3454","-79.4763","L26","RU54",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,1,"Review",0,"S",0,"S",0,"S","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L42R_XOE01A14",,,"S","4AXOE001.26","BRRO","FPM",,,"36.648","-80.3812","L42","RD03",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L17R_XOF02A14",,,"S","4AXOF001.26","BRRO","FPM",,,"36.802","-79.7009","L17","RU34",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L20R_XOH01A16",,,"S","4AXOH000.06","BRRO","PA",,,"37.3653","-79.74261111","L20","RU39",0,13,"S",0,13,"S",0,13,"S",0,12,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,13,,,13,,"Not Analyzed by App"
"VAW-L24R_ZZZ01A00",,,"S","4AXOJ000.60","BRRO","A","PA",,"37.46469444","-79.41261111","L24","RU50",0,12,"S",0,12,"S",0,12,"S",12,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L24R_ZZZ01A00",,,"S","4AXOJ001.34","BRRO","FPM","B",,"37.4609","-79.4021","L24","RU50",0,2,"S",0,2,"S",0,2,"S",1,1,"Review",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L08R_XOK01A18",,,"S","4AXOK000.29","BRRO","FPM","B",,"37.0986","-80.0511","L08","RU20",0,2,"S",0,2,"S",0,2,"S",1,1,"Review",1,0,"S",,,0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L20R_XOL01A14",,,"S","4AXOL000.94","BRRO","FPM",,,"37.3432","-79.6358","L20","RU39",0,7,"S",0,6,"S",0,6,"S",0,3,"S",3,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,6,,,6,,"Not Analyzed by App"
"VAW-L44R_XSP02A14",,,"S, B","4AXSP001.93","BRRO","FPM",,,"36.6272","-80.1882","L44","RD08",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,1,"Review",0,"S",0,"S",0,"S","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L31R_XUP01A06",,,"S","4AXUP000.06","BRRO","FPM",,,"37.17478889","-79.09649167","L31","RU61",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-L39R_XVO01A14",,,"S","4AXVO000.50","BRRO","FPM",,,"37.075","-78.52727778","L39","RU81",0,2,"S",0,2,"S",0,2,"S",1,1,"Review",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-L61R_XVP01A16",,,"S","4AXVP000.20","BRRO","FPM",,,"36.61938889","-79.35177778","L61","RD38",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L62R_XVQ01A16",,,"S","4AXVQ000.77","BRRO","FPM",,,"36.62677778","-79.29369445","L62","RD43",0,2,"S",0,2,"S",0,2,"S",1,1,"Review",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L62R_XVQ01A16",,,"S","4AXVQ000.97","BRRO","PA",,,"36.62875833","-79.29619722","L62","RD43",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-L41R_XVV01A16",,,"S","4AXVV000.54","BRRO","FPM",,,"36.837","-78.84438889","L41","RU88",0,2,"S",0,2,"S",0,2,"S",1,1,"Review",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-L71R_XVY01A18",,,"S","4AXVY000.00","BRRO","FPM",,,"36.77501944","-78.95866111","L71","RD65",0,12,"S",0,12,"S",0,12,"S",5,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-M03R_BIR01A14",,,"S, B","4BBIR002.57","BRRO","FPM",,,"36.6331","-80.5466","M03","YA03",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",0,"S","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-M03R_JOH01A02",,,"S","4BJOH004.45","BRRO","A",,,"36.58619722","-80.59561111","M03","YA04",2,12,"Review",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N35R_ADR01A00",,,"S","9-ADR000.13","BRRO","A","TM",,"37.37406111","-80.86948611","N35","NE85",0,12,"S",0,12,"S",0,12,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N22R_BCK02A08",,,"S","9-BCK015.88","BRRO","B","TM",,"37.13395","-80.75455833","N22","NE61",0,11,"S",0,11,"S",0,11,"S",6,7,"Review",1,1,"Review",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,8,,,8,,"Not Analyzed by App"
"VAW-N22R_BCK02A08",,,"S","9-BCK015.98","BRRO","A","B","TM","37.13343333","-80.75796389","N22","NE61",0,1,"S",0,1,"S",0,1,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-N21R_BIC01A02",,,"S","9-BIC000.14","BRRO","A","TM","B","36.99583333","-80.52083333","N21","NE54",2,14,"Review",0,14,"S",0,14,"S",6,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,14,,,14,,"Not Analyzed by App"
"VAW-N16R_BMK01A02",,,"S","9-BMK001.11","BRRO","A","B",,"36.98554722","-80.69073333","N16","NE42",0,14,"S",0,14,"S",0,14,"S",2,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,14,,,14,,"Not Analyzed by App"
"VAW-N21R_BSH01A04",,,"S","9-BSH000.05","BRRO","A","B",,"37.01472222","-80.40388889","N21","NE52",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N18R_CBC01A00","VAW-N18R_CBC03A00","VAW-N18R_CBC02A00","S","9-CBC001.00","BRRO","A","B","TM","37.15305556","-80.515","N18","NE58",0,12,"S",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N18R_CBC04A00",,,"S","9-CBC007.55","BRRO","B","TM",,"37.14308889","-80.4351","N18","NE58",0,1,"S",0,1,"S",0,1,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-N18R_CNL01A02","VAW-N18R_CNL02A02",,"S","9-CNL000.01","BRRO","A","TM",,"37.14027778","-80.56805556","N18","NE57",0,12,"S",0,12,"S",0,12,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N20R_DDD01A00",,,"S","9-DDD001.00","BRRO","A","TM",,"36.92833333","-80.33138889","N20","NE51",2,12,"Review",0,12,"S",0,12,"S",5,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N20R_DDD01A00","VAW-N20R_DDD03A02","VAW-N20R_DDD02A00","S","9-DDD002.62","BRRO","A","TM","C","36.91944444","-80.34555555","N20","NE51",2,12,"Review",0,12,"S",0,12,"S",6,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N20R_DDW01A02",,,"S","9-DDW000.02","BRRO","A","TM",,"36.88495","-80.32323611","N20","NE51",2,12,"Review",0,12,"S",0,12,"S",8,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N24R_LCR01A00",,,"S","9-LCR000.51","BRRO","RB",,,"37.38054722","-80.57711944","N24","NE74",0,2,"S",0,2,"S",1,2,"Review",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-N21R_LRV01A00",,,"S","9-LRV000.34","BRRO","A","TM",,"37.07861111","-80.57527778","N21","NE56",0,4,"S",0,4,"S",0,4,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-N21R_LRV05A00","VAW-N21R_LRV04A00","VAW-N21R_LRV03A00","S","9-LRV009.11","BRRO","A","B","TM,TR","37.0375","-80.55694444","N21","NE55",0,36,"S",0,35,"S",0,36,"S",11,36,"Review",6,4,"Review",,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,35,,,35,,"Not Analyzed by App"
"VAW-N21R_LRV05A00",,,"S","9-LRV012.58","BRRO","PA",,,"37.02488889","-80.53275","N21","NE55",0,12,"S",0,12,"S",0,12,"S",3,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N21R_LRV05A00",,,"S","9-LRV012.98","BRRO","FPM",,,"37.0191","-80.533","N21","NE55",0,2,"S",0,2,"S",0,2,"S",0,1,"S",1,0,"S",0,"S",0,"S",,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,2,,,2,,"Not Analyzed by App"
"VAW-N21R_LRV06A00","VAW-N21R_LRV05A00",,"S","9-LRV016.68","BRRO","A",,,"36.99638889","-80.52138889","N21","NE53",0,12,"S",0,12,"S",0,11,"S",1,12,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N21R_LRV06A04","VAW-N21R_LRV07A00",,"S","9-LRV032.72","BRRO","A","B",,"37.01444444","-80.40527778","N21","NE53",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-N19R_LRV01A00","VAW-N21R_LRV07A00",,"S","9-LRV044.49","BRRO","A",,,"36.96580278","-80.32515278","N19","NE49",3,12,"Review",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N19R_LRV03A00",,,"S","9-LRV065.57","BRRO","A","B",,"36.97960833","-80.17864722","N19","NE48",4,12,"Review",0,12,"S",0,12,"S",7,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N24R_LRY01A00",,,"S","9-LRY000.28","BRRO","A",,,"37.31928056","-80.64068056","N24","NE74",0,11,"S",0,11,"S",0,11,"S",0,11,"S",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,11,,,11,,"Not Analyzed by App"
"VAW-N24R_LRY02A00",,,"S","9-LRY004.64","BRRO","A","B",,"37.3525","-80.59833333","N24","NE74",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,2,,,2,,"Not Analyzed by App"
"VAW-N24R_LRY02B16",,,"S","9-LRY007.02","BRRO","B","SS",,"37.37391667","-80.5735","N24","NE74",0,6,"S",0,6,"S",0,6,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Review",,0,,,0,,"Not Analyzed by App"
"VAW-N20R_LWF01A00",,,"S","9-LWF004.55","BRRO","A",,,"36.93842778","-80.34058333","N20","NE50",4,12,"Review",0,12,"S",0,12,"S",4,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N27R_LWK01A00",,,"S","9-LWK000.77","BRRO","A","TM",,"37.19666667","-80.73388889","N27","NE72",0,38,"S",0,38,"S",0,38,"S",8,34,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,36,,,36,,"Not Analyzed by App"
"VAW-N27R_LWK01A00",,,"S","9-LWK004.04","BRRO","TM",,,"37.17308889","-80.76809444","N27","NE72",0,2,"S",0,2,"S",0,2,"S",,,,,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,0,,,0,,"Not Analyzed by App"
"VAW-N21R_MLC01A00",,,"S","9-MLC001.53","BRRO","A","TM",,"37.05796389","-80.50368333","N21","NE56",0,12,"S",0,12,"S",0,12,"S",6,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
"VAW-N21R_MLC01A00",,,"S","9-MLC002.59","BRRO","TM",,,"37.0549","-80.48258611","N21","NE56",0,12,"S",0,12,"S",0,12,"S",9,12,"Review",,,,,,,,,,"Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App","Not Analyzed by App",,,12,,,12,,"Not Analyzed by App"
